Token, Language, Named Entity, Eng-NGram Prob, Spn-NGram Prob, HMM Prob
wiped,Eng,O,16.4113718497,-8.94867484617,0.452123552124
out,Eng,O,27.5678953836,5.59973472457,0.452123552124
por,Spn,O,12.6300763828,25.6311872845,0.0921492921493
la,Spn,O,15.0596736711,20.7584499854,0.363577863578
maternidad,Spn,O,11.7985906943,23.8420644319,0.363577863578
",Punct,O,N/A,N/A,N/A
suddenly,Eng,O,25.4669523403,-6.13203167308,0.0921492921493
.,Punct,O,N/A,N/A,N/A
Por,Spn,O,12.6300763828,25.6311872845,0.0921492921493
esto,Spn,O,10.5726130534,30.398344954,0.363577863578
",Punct,O,N/A,N/A,N/A
by,Eng,O,18.2463872813,4.41145465096,0.0921492921493
something,Eng,O,65.1981240775,2.51971811481,0.452123552124
like,Eng,O,35.806296869,6.02830705573,0.452123552124
this,Eng,O,38.6553078008,5.48340823208,0.452123552124
",Punct,O,N/A,N/A,N/A
que,Spn,O,9.91253492829,28.9576207281,0.0921492921493
te,Spn,O,13.3726816461,18.7582370665,0.363577863578
golpea,Spn,O,5.37232536813,14.210439028,0.363577863578
in,Eng,O,24.4634706325,11.0915247383,0.0921492921493
the,Eng,O,36.4407946419,10.3298892733,0.452123552124
middle,Eng,O,29.1745656263,0.657335893639,0.452123552124
of,Eng,O,24.2129419658,8.38657685144,0.452123552124
whatever,Eng,O,51.652420824,-10.5315014089,0.452123552124
you,Eng,O,33.1670346729,14.5196129331,0.452123552124
were,Eng,O,33.8563425393,-5.65814303239,0.452123552124
doing,Eng,O,35.8966021465,3.52798294524,0.452123552124
:,Punct,O,N/A,N/A,N/A
writing,Eng,O,32.5889689057,-16.3922084903,0.452123552124
",Punct,O,N/A,N/A,N/A
living,Eng,O,35.5963444613,1.70933855702,0.452123552124
",Punct,O,N/A,N/A,N/A
y,Spn,O,9.49071276858,13.3354107177,0.0921492921493
siempre,Spn,O,-0.818510717581,34.5801658715,0.363577863578
es,Spn,O,8.7997690312,21.1734706094,0.363577863578
",Punct,O,N/A,N/A,N/A
no,Eng,O,20.5945773083,21.1611067622,0.0921492921493
matter,Eng,O,33.6920195857,11.3955910295,0.452123552124
what,Eng,O,36.0557121426,2.8373569798,0.452123552124
",Punct,O,N/A,N/A,N/A
mi,Spn,O,11.3642540999,18.8899933505,0.0921492921493
más,Spn,O,-1.57068030001,21.9799693826,0.363577863578
important,Eng,O,41.5634082468,27.6397169875,0.0921492921493
empresa,Spn,O,5.49185758721,25.0560540573,0.0921492921493
",Punct,O,N/A,N/A,N/A
pasión,Spn,O,4.73848377665,22.7576492471,0.363577863578
",Punct,O,N/A,N/A,N/A
so,Eng,O,23.4187367401,12.3925242118,0.0921492921493
much,Eng,O,30.1771535263,21.6895173518,0.452123552124
.,Punct,O,N/A,N/A,N/A
Too,Eng,O,29.0721756998,10.0477608705,0.452123552124
much,Eng,O,30.1771535263,21.6895173518,0.452123552124
.,Punct,O,N/A,N/A,N/A
Siempre,Spn,O,-0.818510717581,34.5801658715,0.0921492921493
he,Eng,O,21.57953884,14.9899594222,0.0921492921493
tardado,Spn,O,1.86564319553,23.4691782989,0.0921492921493
tanto,Spn,O,10.0473020155,26.4433823986,0.363577863578
en,Spn,O,11.7453272047,20.2379247267,0.363577863578
mis,Spn,O,14.9875688655,21.2153620208,0.363577863578
cosas,Spn,O,10.2858448414,28.9432135698,0.363577863578
",Punct,O,N/A,N/A,N/A
en,Spn,O,11.7453272047,20.2379247267,0.363577863578
“,Eng,O,-6.51619307604,-6.51619307604,0.0921492921493
realizarme,Eng,O,23.899603363,23.3407462413,0.452123552124
",Punct,O,N/A,N/A,N/A
”,Eng,O/ORG,-6.51619307604,-6.51619307604,0.452123552124
all,Eng,O/ORG,28.4957045692,15.1279488924,0.452123552124
my,Eng,O/ORG,21.1466066421,8.00879906524,0.452123552124
goals,Eng,O/ORG,18.8673453739,-3.88791062421,0.452123552124
and,Eng,O/ORG,34.6599707262,16.3582560041,0.452123552124
now,Eng,O/ORG,26.3155325156,10.0198570822,0.452123552124
so,Eng,O,23.4187367401,12.3925242118,0.452123552124
closeto,Eng,O,19.2107024818,3.17805328327,0.452123552124
it,Eng,O,25.1994714489,5.73644785319,0.452123552124
all,Eng,O,28.4957045692,15.1279488924,0.452123552124
",Punct,O,N/A,N/A,N/A
to,Eng,O,25.8573893813,12.6868182002,0.452123552124
writing,Eng,O,32.5889689057,-16.3922084903,0.452123552124
",Punct,O,N/A,N/A,N/A
to,Eng,O,25.8573893813,12.6868182002,0.452123552124
closure,Eng,O,23.6975979964,0.245379145686,0.452123552124
.,Punct,O,N/A,N/A,N/A
Finally,Eng,O/PERS,39.062403691,6.61449032518,0.452123552124
",Punct,O,N/A,N/A,N/A
finally,Eng,O,39.062403691,6.61449032518,0.452123552124
.,Punct,O,N/A,N/A,N/A
Beginning,Eng,O/ORG,39.1109229162,-12.0525307873,0.452123552124
to,Eng,O,25.8573893813,12.6868182002,0.452123552124
taste,Eng,O,24.3476617108,11.7801973435,0.452123552124
it,Eng,O,25.1994714489,5.73644785319,0.452123552124
.,Punct,O,N/A,N/A,N/A
Pero,Spn,O,15.9013399098,30.2161581373,0.0921492921493
te,Spn,O,13.3726816461,18.7582370665,0.363577863578
pueden,Spn,O,3.62115744298,31.6477388553,0.363577863578
derribar,Spn,O,0.0271217477465,18.2472859779,0.363577863578
en,Spn,O,11.7453272047,20.2379247267,0.363577863578
cualquier,Spn,O,-13.5557996345,36.5754212124,0.363577863578
momento,Spn,O,21.5753213355,32.2395344537,0.363577863578
",Punct,O,N/A,N/A,N/A
kids,Eng,O,28.5878089104,-2.1875881041,0.0921492921493
.,Punct,O,N/A,N/A,N/A
I,Eng,O,17.8994570652,7.18059700701,0.452123552124
remember,Eng,O,45.5643351928,-1.24754528348,0.452123552124
cuando,Spn,O,0.188781893101,34.5209503007,0.0921492921493
él,Spn,O,-9.77428961406,12.200338611,0.363577863578
nació,Spn,O,1.12097561731,18.4407688346,0.363577863578
:,Punct,O,N/A,N/A,N/A
I,Eng,O/ORG,17.8994570652,7.18059700701,0.0921492921493
sat,Eng,O/ORG,20.0768457653,11.1637544016,0.452123552124
for,Eng,O/ORG,28.3647832078,11.7395374159,0.452123552124
months,Eng,O/ORG,35.0095849811,7.70620731679,0.452123552124
on,Eng,O/ORG,22.5046277778,7.2126042423,0.452123552124
end,Eng,O/ORG,20.7457764817,10.9835834184,0.452123552124
just,Eng,O/ORG,34.1514222961,10.6219947174,0.452123552124
bounce,Eng,O/ORG,21.7998000496,-0.838819213645,0.452123552124
bounce,Eng,O/ORG,21.7998000496,-0.838819213645,0.452123552124
bouncing,Eng,O/ORG,25.0084214778,-4.8701056399,0.452123552124
him,Eng,O/ORG,23.7572873285,6.68705263824,0.452123552124
",Punct,O,N/A,N/A,N/A
con,Spn,O,19.5614094238,25.713392297,0.0921492921493
el,Spn,O,12.8307496608,20.3546840988,0.363577863578
pie,Spn,O,15.9903611288,16.5734789077,0.363577863578
",Punct,O,N/A,N/A,N/A
in,Eng,O/ORG,24.4634706325,11.0915247383,0.0921492921493
that,Eng,O/ORG,43.4406015376,6.92541320021,0.452123552124
little,Eng,O/ORG,42.4684143273,6.09504763926,0.452123552124
bouncyhamaca,Eng,O/ORG,-5.72124519451,-10.8168693066,0.452123552124
thing,Eng,O/ORG,47.2077528938,1.46762599236,0.452123552124
",Punct,O,N/A,N/A,N/A
staring,Eng,O/ORG,31.6614538215,0.107359798805,0.452123552124
at,Eng,O/ORG,21.6092487314,9.327932083,0.452123552124
him,Eng,O/ORG,23.7572873285,6.68705263824,0.452123552124
",Punct,O,N/A,N/A,N/A
making,Eng,O/ORG,36.1469228709,1.02790389273,0.452123552124
him,Eng,O/ORG,23.7572873285,6.68705263824,0.452123552124
laugh,Eng,O/ORG,20.6987470684,8.41963542355,0.452123552124
.,Punct,O,N/A,N/A,N/A
I,Eng,O,17.8994570652,7.18059700701,0.452123552124
would,Eng,O,40.2299581501,-6.2561288316,0.452123552124
doBLOOD/,Eng,O,-0.142222478635,0.354583718289,0.452123552124
anything,Eng,O,56.5725269995,-6.28746591419,0.452123552124
",Punct,O,N/A,N/A,N/A
I,Eng,O/ORG,17.8994570652,7.18059700701,0.452123552124
would,Eng,O/ORG,40.2299581501,-6.2561288316,0.452123552124
die,Eng,O/ORG,19.8568936521,13.9402458151,0.452123552124
for,Eng,O/ORG,28.3647832078,11.7395374159,0.452123552124
you,Eng,O,33.1670346729,14.5196129331,0.452123552124
",Punct,O,N/A,N/A,N/A
como,Spn,O,14.7694248589,29.4864312728,0.0921492921493
dijo,Spn,O,6.36353584567,23.6263100607,0.363577863578
el,Spn,O,12.8307496608,20.3546840988,0.363577863578
protagonista,Spn,O,2.82241911127,21.2140363281,0.363577863578
in,Eng,O/ORG,24.4634706325,11.0915247383,0.0921492921493
that,Eng,O/ORG,43.4406015376,6.92541320021,0.452123552124
gorgeous,Eng,O/ORG,23.6903287528,-6.08048059815,0.452123552124
“,Eng,O/ORG,-6.51619307604,-6.51619307604,0.452123552124
Cal,Eng,O/ORG,18.4326511691,15.2151967764,0.452123552124
”,Eng,O/ORG,-6.51619307604,-6.51619307604,0.452123552124
movie,Eng,O,31.1097401961,11.8375653156,0.452123552124
",Punct,O,N/A,N/A,N/A
con,Spn,O,19.5614094238,25.713392297,0.0921492921493
el,Spn,O,12.8307496608,20.3546840988,0.363577863578
Mark,Eng,PERSON/PERS,22.8464650354,13.1018282616,0.0921492921493
Knopfler,Eng,PERSON/PERS,6.18404761305,-16.494318292,0.452123552124
soundtrack,Eng,O,19.4449525024,-11.3414921224,0.452123552124
.,Punct,O,N/A,N/A,N/A
Bueno,Spn,O,9.22144291587,30.2128431702,0.0921492921493
",Punct,O,N/A,N/A,N/A
ya,Spn,O,9.18349793794,17.4784010091,0.363577863578
sé,Spn,O,2.26898759315,15.3937661917,0.363577863578
que,Spn,O,9.91253492829,28.9576207281,0.363577863578
era,Spn,O,10.2178335533,19.5835999139,0.363577863578
el,Spn,O,12.8307496608,20.3546840988,0.363577863578
amante,Spn,O,12.4321812173,23.7357277264,0.363577863578
",Punct,O,N/A,N/A,N/A
young,Eng,O,36.06501853,7.91380769836,0.0921492921493
Irish,Eng,O/ORG,11.3869333246,0.413438944189,0.452123552124
revolutionary,Eng,O/ORG,34.8234956414,-1.40721938327,0.452123552124
guerrilla,Eng,O/ORG,18.920481282,20.6474415971,0.452123552124
to,Eng,O/ORG,25.8573893813,12.6868182002,0.452123552124
his,Eng,O/ORG,23.6703204905,10.1156489941,0.452123552124
Protestant,Eng,O/ORG,30.2801817644,24.015486652,0.452123552124
older,Eng,O,28.4584373033,-1.11643484351,0.452123552124
woman,Eng,O,27.9222136318,-4.4103021411,0.452123552124
lover,Eng,O,27.2260462987,9.67247783754,0.452123552124
",Punct,O,N/A,N/A,N/A
pero,Spn,O,15.9013399098,30.2161581373,0.0921492921493
da,Spn,O,13.0917415714,15.1074948768,0.363577863578
lo,Spn,O,13.3644289981,19.8709452686,0.363577863578
mihmo,Spn,O,0.896817305282,0.583227921486,0.363577863578
:,Punct,O,N/A,N/A,N/A
lo,Spn,O,13.3644289981,19.8709452686,0.363577863578
que,Spn,O,9.91253492829,28.9576207281,0.363577863578
quiero,Spn,O,6.77557829292,38.3657819822,0.363577863578
decir,Spn,O,15.5300955784,29.53990355,0.363577863578
es,Spn,O,8.7997690312,21.1734706094,0.363577863578
una,Spn,O,12.1931730927,23.3922265286,0.363577863578
imbancable,Spn,O,0.841222630719,-1.86547096019,0.363577863578
intensidad,Spn,O,19.5355725585,21.0111847919,0.363577863578
.,Punct,O,N/A,N/A,N/A
Y,Spn,O,9.49071276858,13.3354107177,0.363577863578
esto,Spn,O,10.5726130534,30.398344954,0.363577863578
",Punct,O,N/A,N/A,N/A
hoy,Spn,O,9.62373317885,17.388279245,0.363577863578
",Punct,O,N/A,N/A,N/A
is,Eng,O,23.1884503461,6.50431857994,0.0921492921493
suddenly,Eng,O,25.4669523403,-6.13203167308,0.452123552124
beyond,Eng,O,22.7706556644,-4.15004335018,0.452123552124
me,Eng,O,20.4125145712,19.8593917724,0.452123552124
.,Punct,O,N/A,N/A,N/A
¿Qué,Spn,O,-16.2904826901,-6.31123852517,0.0921492921493
hago,Spn,O,8.01713245059,20.3124259998,0.363577863578
?,Punct,O,N/A,N/A,N/A
Propongo,Spn,O,14.7141810907,24.6291297811,0.363577863578
cursishos,Spn,O,-1.97573902256,3.66139258135,0.363577863578
de,Spn,O,13.8613083221,21.6054699814,0.363577863578
“,Eng,O,-6.51619307604,-6.51619307604,0.0921492921493
anger,Eng,O,27.0902987507,10.8708131579,0.452123552124
management,Eng,O,41.7519796946,7.81442767235,0.452123552124
”,Eng,O,-6.51619307604,-6.51619307604,0.452123552124
when,Eng,O,34.9822529317,-3.61113676646,0.452123552124
we,Eng,O,23.8516631334,1.55119722421,0.452123552124
get,Eng,O,26.9517291115,7.03742108875,0.452123552124
home,Eng,O,29.8940252321,15.2508451781,0.452123552124
.,Punct,O,N/A,N/A,N/A
Muy,Spn,O,7.42485664493,22.7502327751,0.0921492921493
a,Eng,O,17.3258830744,14.3289979261,0.0921492921493
lo,Spn,O,13.3644289981,19.8709452686,0.0921492921493
gringo,Spn,O,10.3044034871,13.2142631989,0.363577863578
.,Punct,O,N/A,N/A,N/A
Le,Spn,O,12.7388324346,18.2318530127,0.363577863578
hablo,Spn,O,8.97559810751,23.3394991843,0.363577863578
about,Eng,O,40.4909271023,6.66141888182,0.0921492921493
how,Eng,O,26.0285002167,8.30762623482,0.452123552124
when,Eng,O,34.9822529317,-3.61113676646,0.452123552124
we,Eng,O,23.8516631334,1.55119722421,0.452123552124
get,Eng,O,26.9517291115,7.03742108875,0.452123552124
home,Eng,O,29.8940252321,15.2508451781,0.452123552124
",Punct,O,N/A,N/A,N/A
que,Spn,O,9.91253492829,28.9576207281,0.0921492921493
el,Spn,O,12.8307496608,20.3546840988,0.363577863578
re-entry,Eng,O,7.14766679785,-9.83473084672,0.0921492921493
into,Eng,O,32.5977334223,14.314378936,0.452123552124
a,Eng,O,17.3258830744,14.3289979261,0.452123552124
gringo,Eng,O,10.3044034871,13.2142631989,0.452123552124
high,Eng,O,26.8929877625,8.52474920266,0.452123552124
school,Eng,O,39.2834252936,3.0180407183,0.452123552124
.,Punct,O,N/A,N/A,N/A
No,Spn,O,20.5945773083,21.1611067622,0.0921492921493
va,Spn,O,9.31274051552,16.8183736343,0.363577863578
a,Eng,O,17.3258830744,14.3289979261,0.0921492921493
ser,Spn,O,16.2093409939,22.8081950901,0.0921492921493
fácil,Spn,O,-8.32871025195,15.4513742591,0.363577863578
.,Punct,O,N/A,N/A,N/A
Que,Spn,O,9.91253492829,28.9576207281,0.363577863578
peer,Eng,O,16.5904623816,5.92840556481,0.0921492921493
pressure,Eng,O,38.1287949484,7.52906183758,0.452123552124
.,Punct,O,N/A,N/A,N/A
Que,Spn,O,9.91253492829,28.9576207281,0.0921492921493
si,Spn,O,12.0707745909,18.3101154955,0.363577863578
no,Spn,O,20.5945773083,21.1611067622,0.363577863578
dominás,Eng,O,10.0773678422,6.96019900146,0.0921492921493
tu,Spn,O,11.4576235731,16.3844238655,0.0921492921493
temper,Eng,O,24.0784257865,17.6064799392,0.0921492921493
",Punct,O,N/A,N/A,N/A
how,Eng,O,26.0285002167,8.30762623482,0.452123552124
are,Eng,O,28.6406047292,11.3321113265,0.452123552124
you,Eng,O,33.1670346729,14.5196129331,0.452123552124
going,Eng,O,38.421165402,-0.304391685756,0.452123552124
to,Eng,O,25.8573893813,12.6868182002,0.452123552124
be,Eng,O,22.1673128834,7.9015135489,0.452123552124
able,Eng,O,28.2973382783,9.50139191486,0.452123552124
to,Eng,O,25.8573893813,12.6868182002,0.452123552124
drive,Eng,O,28.4994399624,-1.35985677138,0.452123552124
?,Punct,O,N/A,N/A,N/A
Que,Spn,O,9.91253492829,28.9576207281,0.0921492921493
I,Eng,O/ORG,17.8994570652,7.18059700701,0.0921492921493
ain’t,Eng,O/ORG,4.12486829519,-2.6792511846,0.452123552124
putting,Eng,O,37.6350462676,0.357783684079,0.452123552124
no,Eng,O,20.5945773083,21.1611067622,0.452123552124
out,Eng,O,27.5678953836,5.59973472457,0.452123552124
of,Eng,O,24.2129419658,8.38657685144,0.452123552124
control,Eng,O,38.0759560302,29.9844251988,0.452123552124
Archie,Eng,PERSON/PERS,17.1493114042,6.24053147585,0.452123552124
Bunker,Eng,PERSON/PERS,14.0083190846,-2.99899470532,0.452123552124
temper-tantrummer,Eng,O/PERS,1.09203367827,-21.7589425037,0.452123552124
behind,Eng,O,28.2740594345,-3.2337526183,0.452123552124
el,Spn,O,12.8307496608,20.3546840988,0.0921492921493
volante,Spn,O,7.00002259172,23.6944093975,0.363577863578
!,Punct,O,N/A,N/A,N/A
No,Spn,O,20.5945773083,21.1611067622,0.363577863578
way,Eng,O,26.6873381887,4.44175081682,0.0921492921493
!,Punct,O,N/A,N/A,N/A
Y,Spn,O,9.49071276858,13.3354107177,0.0921492921493
",Punct,O,N/A,N/A,N/A
si,Spn,O,12.0707745909,18.3101154955,0.363577863578
sales,Spn,O,25.1788349911,23.3893957788,0.363577863578
con,Spn,O,19.5614094238,25.713392297,0.363577863578
una,Spn,O,12.1931730927,23.3922265286,0.363577863578
chica,Spn,O,20.0773687521,22.1658452984,0.363577863578
y,Spn,O,9.49071276858,13.3354107177,0.363577863578
te,Spn,O,13.3726816461,18.7582370665,0.363577863578
dice,Spn,O,12.5435524993,24.8723693954,0.363577863578
que,Spn,O,9.91253492829,28.9576207281,0.363577863578
no,Spn,O,20.5945773083,21.1611067622,0.363577863578
",Punct,O,N/A,N/A,N/A
que,Spn,O,9.91253492829,28.9576207281,0.363577863578
take,Eng,O,31.3437237832,9.12616462045,0.0921492921493
me,Eng,O,20.4125145712,19.8593917724,0.452123552124
home,Eng,O,29.8940252321,15.2508451781,0.452123552124
",Punct,O,N/A,N/A,N/A
que,Spn,O,9.91253492829,28.9576207281,0.0921492921493
no,Spn,O,20.5945773083,21.1611067622,0.363577863578
quiero,Spn,O,6.77557829292,38.3657819822,0.363577863578
go,Eng,O,21.2140467794,8.08360356719,0.0921492921493
further,Eng,O,28.0380078762,-1.8446928406,0.452123552124
que,Spn,O,9.91253492829,28.9576207281,0.0921492921493
I’m,Eng,O/ORG,-0.329503646327,-3.97998696818,0.0921492921493
not,Eng,O/ORG,27.6022393222,14.746261133,0.452123552124
ready,Eng,O/ORG,33.8261554453,6.48777787011,0.452123552124
",Punct,O,N/A,N/A,N/A
what,Eng,O,36.0557121426,2.8373569798,0.452123552124
are,Eng,O,28.6406047292,11.3321113265,0.452123552124
you,Eng,O,33.1670346729,14.5196129331,0.452123552124
going,Eng,O,38.421165402,-0.304391685756,0.452123552124
to,Eng,O,25.8573893813,12.6868182002,0.452123552124
do,Eng,O,22.6081083713,13.3228918465,0.452123552124
?,Punct,O,N/A,N/A,N/A
Put,Eng,O/PERS,23.20033103,12.2915575475,0.452123552124
your,Eng,O,36.2248210058,10.2318969779,0.452123552124
hands,Eng,O,28.9704384684,6.74756485671,0.452123552124
around,Eng,O,40.1466263776,3.92210037441,0.452123552124
her,Eng,O,26.3438226538,12.4939274331,0.452123552124
neck,Eng,O,18.3781197245,8.21336134236,0.452123552124
and,Eng,O,34.6599707262,16.3582560041,0.452123552124
hold,Eng,O,23.8652980825,9.56477517526,0.452123552124
her,Eng,O,26.3438226538,12.4939274331,0.452123552124
there,Eng,O,48.2618589868,5.49297768309,0.452123552124
",Punct,O,N/A,N/A,N/A
hold,Eng,O,23.8652980825,9.56477517526,0.452123552124
her,Eng,O,26.3438226538,12.4939274331,0.452123552124
down,Eng,O,31.2436624079,5.80525023025,0.452123552124
against,Eng,O,36.1380447045,0.509169863058,0.452123552124
her,Eng,O,26.3438226538,12.4939274331,0.452123552124
will,Eng,O,29.4955568779,3.10787638792,0.452123552124
",Punct,O,N/A,N/A,N/A
muy,Spn,O,7.42485664493,22.7502327751,0.0921492921493
“,Spn,O,-6.51619307604,-6.51619307604,0.363577863578
Cuello,Spn,O,2.78375494958,21.3796062888,0.363577863578
de,Spn,O,13.8613083221,21.6054699814,0.363577863578
gatito,Spn,O,1.0421450804,12.7839919103,0.363577863578
negro,Spn,O,5.90496823131,18.0919180034,0.363577863578
”,Spn,O,-6.51619307604,-6.51619307604,0.363577863578
?,Punct,O,N/A,N/A,N/A
"Y,Eng,O,1.83168893994,-9.77428961406,0.0921492921493
llorando,Spn,O,-4.03221563832,28.6156876806,0.0921492921493
y,Spn,O,9.49071276858,13.3354107177,0.363577863578
bien,Spn,O,4.96693452088,25.1153123663,0.363577863578
palidito,Spn,O,-1.16724489209,10.7073936647,0.363577863578
me,Spn,O,20.4125145712,19.8593917724,0.363577863578
mira,Spn,O,11.2162482102,25.1138021449,0.363577863578
y,Spn,O,9.49071276858,13.3354107177,0.363577863578
dice,Spn,O,12.5435524993,24.8723693954,0.363577863578
I,Eng,O/ORG,17.8994570652,7.18059700701,0.0921492921493
don’t,Eng,O/ORG,12.8495511048,6.80118911465,0.452123552124
know,Eng,O/ORG,37.8997652936,0.932517014787,0.452123552124
Mom,Eng,O/ORG,20.9964639571,12.1345535446,0.452123552124
",Punct,O,N/A,N/A,N/A
what,Eng,O,36.0557121426,2.8373569798,0.452123552124
",Punct,O,N/A,N/A,N/A
am,Eng,O/ORG,17.925277674,9.73847561876,0.452123552124
I,Eng,O/ORG,17.8994570652,7.18059700701,0.452123552124
a,Eng,O,17.3258830744,14.3289979261,0.452123552124
monster,Eng,O,23.3292460351,17.5612231407,0.452123552124
?,Punct,O,N/A,N/A,N/A
Siempre,Spn,O,-0.818510717581,34.5801658715,0.0921492921493
con,Spn,O,19.5614094238,25.713392297,0.363577863578
el,Spn,O,12.8307496608,20.3546840988,0.363577863578
discurso,Spn,O,13.0561706419,22.5729874992,0.363577863578
of,Eng,O,24.2129419658,8.38657685144,0.0921492921493
I’m,Eng,O/ORG,-0.329503646327,-3.97998696818,0.452123552124
gonna,Eng,O/ORG,31.2842099671,1.08882311821,0.452123552124
change,Eng,O/ORG,35.7488839364,14.4273646568,0.452123552124
.,Punct,O,N/A,N/A,N/A
I’m,Eng,O/ORG,-0.329503646327,-3.97998696818,0.452123552124
gonna,Eng,O/ORG,31.2842099671,1.08882311821,0.452123552124
start,Eng,O/ORG,34.8150066133,4.47511846168,0.452123552124
cleaning,Eng,O/ORG,32.2926756421,-3.40813216459,0.452123552124
up,Eng,O/ORG,20.6253073364,5.09009066501,0.452123552124
my,Eng,O/ORG,21.1466066421,8.00879906524,0.452123552124
room,Eng,O/ORG,23.2776152026,5.08412725803,0.452123552124
",Punct,O,N/A,N/A,N/A
it’s,Eng,O,7.75572249624,-3.17764049565,0.452123552124
ALL,Eng,O/ORG,28.4957045692,15.1279488924,0.452123552124
gonna,Eng,O/ORG,31.2842099671,1.08882311821,0.452123552124
be,Eng,O/ORG,22.1673128834,7.9015135489,0.452123552124
different,Eng,O/ORG,52.608305662,4.00820726437,0.452123552124
when,Eng,O/ORG,34.9822529317,-3.61113676646,0.452123552124
we,Eng,O/ORG,23.8516631334,1.55119722421,0.452123552124
get,Eng,O/ORG,26.9517291115,7.03742108875,0.452123552124
back,Eng,O/ORG,29.9983988819,7.29283566168,0.452123552124
.,Punct,O,N/A,N/A,N/A
Que,Spn,O,9.91253492829,28.9576207281,0.0921492921493
fresh,Eng,O,22.8511873773,6.32742265839,0.0921492921493
slate,Eng,O,17.2025371095,0.225761522035,0.452123552124
.,Punct,O,N/A,N/A,N/A
Y,Spn,O,9.49071276858,13.3354107177,0.0921492921493
pa,Spn,O,12.6915381034,16.863086236,0.363577863578
’,Spn,O,-6.51619307604,-6.51619307604,0.363577863578
mis,Spn,O,14.9875688655,21.2153620208,0.363577863578
adentros,Spn,O,-0.806545176281,24.0780833784,0.363577863578
ay,Spn,O,4.66876984197,16.1012461302,0.363577863578
",Punct,O,N/A,N/A,N/A
that,Eng,O,43.4406015376,6.92541320021,0.0921492921493
is,Eng,O,23.1884503461,6.50431857994,0.452123552124
SOOO,Eng,O/ORG,12.5764736957,3.93042098671,0.452123552124
much,Eng,O,30.1771535263,21.6895173518,0.452123552124
el,Spn,O,12.8307496608,20.3546840988,0.0921492921493
clásico,Spn,O,-5.59576340903,14.0514802398,0.363577863578
discurso,Spn,O,13.0561706419,22.5729874992,0.363577863578
de,Spn,O,13.8613083221,21.6054699814,0.363577863578
un,Spn,O,13.2822159303,18.5712294013,0.363577863578
alcohólico,Spn,O,3.01930212104,16.4127599946,0.363577863578
.,Punct,O,N/A,N/A,N/A
Of,Eng,O,24.2129419658,8.38657685144,0.0921492921493
an,Eng,O,23.2420046848,11.1126789008,0.452123552124
addict,Eng,O,21.0240273309,-4.4770451549,0.452123552124
.,Punct,O,N/A,N/A,N/A
Image,Eng,O,21.8929040997,10.8522200329,0.452123552124
de,Spn,O,13.8613083221,21.6054699814,0.0921492921493
mi,Spn,O,11.3642540999,18.8899933505,0.363577863578
ex-suegro,Spn,O,-8.75527403792,-3.31393822528,0.363577863578
burning,Eng,O,31.7843387824,4.33097353907,0.0921492921493
in,Eng,O,24.4634706325,11.0915247383,0.452123552124
my,Eng,O,21.1466066421,8.00879906524,0.452123552124
brain,Eng,O,20.9513553052,8.46607391993,0.452123552124
.,Punct,O,N/A,N/A,N/A
You,Eng,O,33.1670346729,14.5196129331,0.452123552124
pickled,Eng,O,18.8786694542,-1.38692744802,0.452123552124
old,Eng,O,22.7359390413,5.17661468122,0.452123552124
sod,Eng,O,14.7792079288,8.98027699396,0.452123552124
:,Punct,O,N/A,N/A,N/A
why,Eng,O,24.9464208258,0.563250503432,0.452123552124
are,Eng,O,28.6406047292,11.3321113265,0.452123552124
you,Eng,O,33.1670346729,14.5196129331,0.452123552124
STILL,Eng,O/ORG,34.1844647316,0.169464805792,0.452123552124
alive,Eng,O,24.5252309306,8.62158449426,0.452123552124
",Punct,O,N/A,N/A,N/A
pathetic,Eng,O/ORG,20.6623390175,-2.64947469298,0.452123552124
and,Eng,O/ORG,34.6599707262,16.3582560041,0.452123552124
alone,Eng,O/ORG,27.2307244436,10.1667891825,0.452123552124
and,Eng,O/ORG,34.6599707262,16.3582560041,0.452123552124
drinking,Eng,O/ORG,35.5580495831,-6.59085160317,0.452123552124
yourself,Eng,O/ORG,49.3540369984,-2.6181676174,0.452123552124
.,Punct,O,N/A,N/A,N/A
.,Punct,O,N/A,N/A,N/A
.,Punct,O,N/A,N/A,N/A
but,Eng,O,29.6518487448,8.27937230552,0.452123552124
NOT,Eng,O/ORG,27.6022393222,14.746261133,0.452123552124
to,Eng,O,25.8573893813,12.6868182002,0.452123552124
death,Eng,O,27.2635969267,4.13742529079,0.452123552124
",Punct,O,N/A,N/A,N/A
not,Eng,O,27.6022393222,14.746261133,0.452123552124
yet,Eng,O,23.6378096218,1.38871169541,0.452123552124
.,Punct,O,N/A,N/A,N/A
And,Eng,O,34.6599707262,16.3582560041,0.452123552124
Ida,Eng,O,10.9357037728,4.65552245006,0.452123552124
",Punct,O,N/A,N/A,N/A
mi,Spn,O,11.3642540999,18.8899933505,0.0921492921493
suegra,Spn,O,4.2280457577,18.2215200211,0.363577863578
",Punct,O,N/A,N/A,N/A
fresh,Eng,O,22.8511873773,6.32742265839,0.0921492921493
in,Eng,O,24.4634706325,11.0915247383,0.452123552124
the,Eng,O,36.4407946419,10.3298892733,0.452123552124
grave,Eng,O,18.2142130145,18.1011073032,0.452123552124
